genename	bnum	geneid	isNonUnique
yhbV	b3159	gene3217	FALSE
sxy	b0959	gene973	FALSE
dapA	b2478	gene2539	FALSE
lpp	b1677	gene1717	FALSE
chaB	b1217	gene1240	FALSE
ycgX	b1161	gene1176	FALSE
yagM	b0279	gene286	FALSE
ycgZ	b1164	gene1179	FALSE
yagK	b0277	gene284	FALSE
yagJ	b0276	gene283	FALSE
yagI	b0272	gene278	FALSE
yagH	b0271	gene277	FALSE
yagG	b0270	gene276	FALSE
yagF	b0269	gene275	FALSE
yagE	b0268	gene274	FALSE
ycgR	b1194	gene1211	FALSE
yagB	b0266	gene272	FALSE
yagA	b0267	gene273	FALSE
ycgV	b1202	gene1219	FALSE
ycgI	b4521	gene1190	FALSE
ycgH	b4491	gene1185	FALSE
ycgJ	b1177	gene1194	FALSE
ycgM	b1180	gene1197	FALSE
ycgL	b1179	gene1196	FALSE
ycgN	b1181	gene1198	FALSE
yagU	b0287	gene296	FALSE
ycgB	b1188	gene1205	FALSE
fldB	b2895	gene2957	FALSE
amyA	b1927	gene1975	FALSE
ycgG	b1168	gene1183	FALSE
essD	b0554	gene562	FALSE
cydX	b4515	gene747	FALSE
yhaJ	b3105	gene3166	FALSE
murI	b3967	gene4047	FALSE
cbeA	b2004	gene2051	FALSE
yhbP	b3154	gene3212	FALSE
pyrL	b4246	gene4335	FALSE
rnpB	b3123	gene3181	FALSE
phnD	b4105	gene4189	FALSE
pyrH	b0171	gene168	FALSE
pyrG	b2780	gene2840	FALSE
pyrF	b1281	gene1306	FALSE
pyrE	b3642	gene3720	FALSE
pyrD	b0945	gene959	FALSE
pyrC	b1062	gene1075	FALSE
pyrB	b4245	gene4334	FALSE
yihG	b3862	gene3941	FALSE
mqsR	b3022	gene3080	FALSE
thiK	b1106	gene1120	FALSE
lpd	b0116	gene113	FALSE
glpQ	b2239	gene2293	FALSE
ygfS	b2886	gene2947	FALSE
cstA	b0598	gene613	FALSE
glpX	b3925	gene4005	FALSE
sibE	b4611	gene3111	FALSE
yhbS	b3156	gene3214	FALSE
glpD	b3426	gene3486	FALSE
glpG	b3424	gene3484	FALSE
glpF	b3927	gene4007	FALSE
glpA	b2241	gene2295	FALSE
glpC	b2243	gene2297	FALSE
glpB	b2242	gene2296	FALSE
rdgC	b0393	gene399	FALSE
tpx	b1324	gene1351	FALSE
glpK	b3926	gene4006	FALSE
agp	b1002	gene1019	FALSE
yciW	b1287	gene1314	FALSE
yciV	b1266	gene1289	FALSE
yciU	b1248	gene1270	FALSE
yciT	b1284	gene1309	FALSE
yciS	b1279	gene1304	FALSE
mdtE	b3513	gene3577	FALSE
yciQ	b1268	gene1291	FALSE
ygcP	b2768	gene2828	FALSE
rseP	b0176	gene173	FALSE
yihY	b3886	gene3967	FALSE
tehA	b1429	gene1463	FALSE
prpD	b0334	gene343	FALSE
yciY	b4595	gene1272	FALSE
yciX	b4523	gene1300	FALSE
yciG	b1259	gene1282	FALSE
yciF	b1258	gene1281	FALSE
yciE	b1257	gene1280	FALSE
ygcR	b2770	gene2830	FALSE
yciC	b1255	gene1278	FALSE
yciB	b1254	gene1277	FALSE
yciA	b1253	gene1276	FALSE
phoH	b1020	gene1036	FALSE
ariR	b1166	gene1181	FALSE
yciN	b1273	gene1296	FALSE
yciM	b1280	gene1305	FALSE
rseA	b2572	gene2638	FALSE
yciK	b1271	gene1294	FALSE
focB	b2492	gene2553	FALSE
yciI	b1251	gene1274	FALSE
yciH	b1282	gene1307	FALSE
yihU	b3882	gene3963	FALSE
codB	b0336	gene345	FALSE
ygcW	b2774	gene2833	FALSE
codA	b0337	gene346	FALSE
thiG	b3991	gene4071	FALSE
queF	b2794	gene2855	FALSE
mdtN	b4082	gene4166	FALSE
nikB	b3477	gene3537	FALSE
zupT	b3040	gene3097	FALSE
thiE	b3993	gene4074	FALSE
nrdA	b2234	gene2288	FALSE
yihQ	b3878	gene3959	FALSE
katE	b1732	gene1774	FALSE
katG	b3942	gene4022	FALSE
rhtB	b3824	gene3904	FALSE
yoaH	b1811	gene1855	FALSE
racR	b1356	gene1388	FALSE
dmlA	b1800	gene1844	FALSE
arpA	b4017	gene4098	FALSE
kch	b1250	gene1273	FALSE
yrbL	b3207	gene3267	FALSE
nikC	b3478	gene3538	FALSE
racC	b1351	gene1382	FALSE
nrdB	b2235	gene2289	FALSE
arpB	b4494	gene1762	FALSE
wecH	b3561	gene3632	FALSE
mlaD	b3193	gene3253	FALSE
yeeX	b2007	gene2056	FALSE
mlaF	b3195	gene3255	FALSE
mlaA	b2346	gene2401	FALSE
mlaB	b3191	gene3251	FALSE
mlaC	b3192	gene3252	FALSE
yiaV	b3586	gene3659	FALSE
dapF	b3809	gene3890	FALSE
trg	b1421	gene1456	FALSE
yhcH	b3221	gene3282	FALSE
yhcN	b3238	gene3299	FALSE
yhcO	b3239	gene3300	FALSE
yhcM	b3232	gene3293	FALSE
yhcB	b3233	gene3294	FALSE
ygcE	b2776	gene2835	FALSE
yhcA	b3215	gene3276	FALSE
yhcF	b3219	gene3280	FALSE
yhcG	b3220	gene3281	FALSE
yhcD	b3216	gene3277	FALSE
yhcE	b4569	gene3278	FALSE
nohQ	b1548	gene1583	FALSE
nhaR	b0020	gene19	FALSE
yeiI	b2160	gene2214	FALSE
yeiH	b2158	gene2212	FALSE
bglH	b3720	gene3802	FALSE
sapD	b1291	gene1318	FALSE
hycH	b2718	gene2777	FALSE
sapF	b1290	gene1317	FALSE
nikA	b3476	gene3536	FALSE
sapA	b1294	gene1321	FALSE
sapB	b1293	gene1320	FALSE
sapC	b1292	gene1319	FALSE
nhaA	b0019	gene18	FALSE
yihA	b3865	gene3944	FALSE
nhaB	b1186	gene1203	FALSE
menE	b2260	gene2316	FALSE
birA	b3973	gene4053	FALSE
yeiW	b4502	gene2225	FALSE
wecB	b3786	gene3865	FALSE
yeiQ	b2172	gene2227	FALSE
yeiP	b2171	gene2226	FALSE
yeiS	b2145	gene2199	FALSE
yeiR	b2173	gene2228	FALSE
fklB	b4207	gene4297	FALSE
prlC	b3498	gene3558	FALSE
nfrB	b0569	gene581	FALSE
folP	b3177	gene3237	FALSE
nfrA	b0568	gene580	FALSE
bdm	b1481	gene1515	FALSE
aaeA	b3241	gene3302	FALSE
folX	b2303	gene2359	FALSE
aaeB	b3240	gene3301	FALSE
folE	b2153	gene2207	FALSE
folD	b0529	gene534	FALSE
yiaB	b3563	gene3634	FALSE
folA	b0048	gene47	FALSE
menB	b2262	gene2318	FALSE
folC	b2315	gene2371	FALSE
folB	b3058	gene3119	FALSE
folM	b1606	gene1644	FALSE
croE	b1146	gene1159	FALSE
folK	b0142	gene139	FALSE
hydN	b2713	gene2772	FALSE
rpoS	b2741	gene2800	FALSE
yhbX	b3173	gene3233	FALSE
bglB	b3721	gene3803	FALSE
phnL	b4096	gene4181	FALSE
hyfJ	b2490	gene2551	FALSE
rpoZ	b3649	gene3727	FALSE
fau	b2912	gene2974	FALSE
yiaF	b3554	gene3621	FALSE
hyfI	b2489	gene2550	FALSE
psrO	b4449	gene3224	FALSE
rpoC	b3988	gene4067	FALSE
rpoB	b3987	gene4066	FALSE
rpoA	b3295	gene3356	FALSE
ygiC	b3038	gene3095	FALSE
rpoE	b2573	gene2639	FALSE
rpoD	b3067	gene3128	FALSE
rpoH	b3461	gene3521	FALSE
rpoN	b3202	gene3262	FALSE
yjaB	b4012	gene4093	FALSE
flxA	b1566	gene1603	FALSE
yjaG	b3999	gene4080	FALSE
yjaH	b4001	gene4082	FALSE
nrdG	b4237	gene4325	FALSE
yiaL	b3576	gene3647	FALSE
gshB	b2947	gene3009	FALSE
mrdA	b0635	gene649	FALSE
mrdB	b0634	gene648	FALSE
yjaZ	b3989	gene4068	FALSE
nrdD	b4238	gene4326	FALSE
yiaN	b3578	gene3649	FALSE
hyfA	b2481	gene2542	FALSE
rpsG	b3341	gene3402	FALSE
rpsF	b4200	gene4290	FALSE
rpsE	b3303	gene3364	FALSE
rpsD	b3296	gene3357	FALSE
rpsC	b3314	gene3375	FALSE
rpsB	b0169	gene166	FALSE
rpsA	b0911	gene925	FALSE
fdnG	b1474	gene1508	FALSE
fdnH	b1475	gene1509	FALSE
fdnI	b1476	gene1510	FALSE
deoR	b0840	gene853	FALSE
nrdH	b2673	gene2732	FALSE
rpsK	b3297	gene3358	FALSE
rpsJ	b3321	gene3382	FALSE
apt	b0469	gene474	FALSE
rpsH	b3306	gene3367	FALSE
rpsU	b3065	gene3126	FALSE
rpsT	b0023	gene22	FALSE
rpsS	b3316	gene3377	FALSE
rpsR	b4202	gene4292	FALSE
rpsQ	b3311	gene3372	FALSE
rpsP	b2609	gene2675	FALSE
tap	b1885	gene1933	FALSE
deoB	b4383	gene4476	FALSE
sspA	b3229	gene3290	FALSE
deoD	b4384	gene4477	FALSE
yddE	b1464	gene1499	FALSE
chrR	b3713	gene3795	FALSE
usg	b2319	gene2375	FALSE
creA	b4397	gene4490	FALSE
yghQ	b2983	gene3045	FALSE
tas	b2834	gene2896	FALSE
cho	b1741	gene1783	FALSE
yidG	b3675	gene3757	FALSE
fes	b0585	gene599	FALSE
dcyD	b1919	gene1967	FALSE
narW	b1466	gene1501	FALSE
cbrC	b3717	gene3799	FALSE
cbrB	b3716	gene3798	FALSE
phoQ	b1129	gene1143	FALSE
phoP	b1130	gene1144	FALSE
phoR	b0400	gene405	FALSE
phoU	b3724	gene3806	FALSE
rdgB	b2954	gene3016	FALSE
yfhH	b2561	gene2625	FALSE
thiS	b4407	gene4072	FALSE
thiQ	b0066	gene64	FALSE
thiP	b0067	gene65	FALSE
rnpA	b3704	gene3785	FALSE
pfo	b1378	gene1410	FALSE
phoA	b0383	gene389	FALSE
anmK	b1640	gene1679	FALSE
thiI	b0423	gene428	FALSE
phoB	b0399	gene404	FALSE
phoE	b0241	gene241	FALSE
pinE	b1158	gene1172	FALSE
thiM	b2104	gene2158	FALSE
thiL	b0417	gene422	FALSE
thiC	b3994	gene4075	FALSE
thiB	b0068	gene66	FALSE
prlF	b3129	gene3187	FALSE
thiF	b3992	gene4073	FALSE
tatB	b3838	gene3918	FALSE
thiD	b2103	gene2157	FALSE
gadE	b3512	gene3576	FALSE
purC	b2476	gene2537	FALSE
yiaU	b3585	gene3658	FALSE
yiaT	b3584	gene3657	FALSE
yiaW	b3587	gene3660	FALSE
trxC	b2582	gene2648	FALSE
yiaY	b3589	gene3662	FALSE
ysaC	b4648	gene3655	FALSE
purA	b4177	gene4267	FALSE
ysaB	b4553	gene3631	FALSE
yiaA	b3562	gene3633	FALSE
yiaC	b3550	gene3617	FALSE
tag	b3549	gene3616	FALSE
pppA	b2972	gene3034	FALSE
yiaG	b3555	gene3622	FALSE
uraA	b2497	gene2558	FALSE
yiaK	b3575	gene3646	FALSE
yojI	b2211	gene2265	FALSE
yiaM	b3577	gene3648	FALSE
yqjH	b3070	gene3131	FALSE
yiaO	b3579	gene3650	FALSE
fetB	b0491	gene497	FALSE
lamB	b4036	gene4118	FALSE
narY	b1467	gene1502	FALSE
narX	b1222	gene1245	FALSE
tar	b1886	gene1934	FALSE
narZ	b1468	gene1503	FALSE
narU	b1469	gene1504	FALSE
cbdB	b0979	gene993	FALSE
cbdA	b0978	gene992	FALSE
narV	b1465	gene1500	FALSE
narQ	b2469	gene2528	FALSE
narP	b2193	gene2247	FALSE
narL	b1221	gene1244	FALSE
cbdX	b4592	gene994	FALSE
narI	b1227	gene1250	FALSE
narH	b1225	gene1248	FALSE
narK	b1223	gene1246	FALSE
narJ	b1226	gene1249	FALSE
yieL	b3719	gene3801	FALSE
tam	b1519	gene1552	FALSE
narG	b1224	gene1247	FALSE
pinQ	b1545	gene1580	FALSE
tyrU	b3977	gene4056	FALSE
yebY	b1839	gene1886	FALSE
yihV	b3883	gene3964	FALSE
purH	b4006	gene4087	FALSE
gcd	b0124	gene121	FALSE
xdhB	b2867	gene2929	FALSE
gcl	b0507	gene513	FALSE
sthA	b3962	gene4042	FALSE
pawZ	b4643	gene2421	FALSE
rodZ	b2516	gene2577	FALSE
spf	b3864	gene3943	FALSE
hypT	b4327	gene4419	FALSE
pmbA	b4235	gene4323	FALSE
higA	b3082	gene3143	FALSE
rapA	b0059	gene57	FALSE
yihW	b3884	gene3965	FALSE
mepM	b1856	gene1903	FALSE
paaZ	b1387	gene1420	FALSE
paaX	b1399	gene1432	FALSE
paaY	b1400	gene1433	FALSE
ydcL	b1431	gene1465	FALSE
paaB	b1389	gene1422	FALSE
paaC	b1390	gene1423	FALSE
paaA	b1388	gene1421	FALSE
paaF	b1393	gene1426	FALSE
paaG	b1394	gene1427	FALSE
paaD	b1391	gene1424	FALSE
paaE	b1392	gene1425	FALSE
paaJ	b1397	gene1430	FALSE
paaK	b1398	gene1431	FALSE
paaH	b1395	gene1428	FALSE
paaI	b1396	gene1429	FALSE
yihT	b3881	gene3962	FALSE
mdaB	b3028	gene3086	FALSE
nemA	b1650	gene1689	FALSE
insA	b0022	gene21	TRUE
yfhR	b2534	gene2596	FALSE
insG	b4278	gene4363	FALSE
insJ	b3557	gene3626	FALSE
fucA	b2800	gene2861	FALSE
yjdO	b4559	gene4214	FALSE
acuI	b3253	gene3313	FALSE
insN	b4587	gene259	FALSE
insO	b4623	gene4369	FALSE
insP	b4578	gene1466	FALSE
insQ	b1432	gene1467	FALSE
ygiV	b3023	gene3081	FALSE
insX	b4505	gene271	FALSE
wecA	b3784	gene3863	FALSE
insZ	b4573	gene1262	FALSE
ydcD	b1457	gene1493	FALSE
aaeX	b3242	gene3303	FALSE
kbl	b3617	gene3695	FALSE
fucK	b2803	gene2864	FALSE
dmsD	b1591	gene1628	FALSE
slyD	b3349	gene3410	FALSE
dmsA	b0894	gene908	FALSE
dmsB	b0895	gene909	FALSE
dmsC	b0896	gene910	FALSE
ruvA	b1861	gene1908	FALSE
ruvC	b1863	gene1911	FALSE
ruvB	b1860	gene1907	FALSE
hiuH	b1970	gene2015	FALSE
yjtD	b4403	gene4496	FALSE
intZ	b2442	gene2501	FALSE
ynjI	b1762	gene1804	FALSE
ynjH	b1760	gene1802	FALSE
tsf	b0170	gene167	FALSE
ynjB	b1754	gene1796	FALSE
ynjA	b1753	gene1795	FALSE
ynjF	b1758	gene1800	FALSE
ynjE	b1757	gene1799	FALSE
ynjD	b1756	gene1798	FALSE
mutS	b2733	gene2792	FALSE
fhuF	b4367	gene4458	FALSE
mutT	b0099	gene98	FALSE
fucR	b2805	gene2866	FALSE
hypB	b2727	gene2786	FALSE
tsr	b4355	gene4446	FALSE
xdhC	b2868	gene2930	FALSE
tisB	b4618	gene3754	FALSE
psuT	b2164	gene2218	FALSE
nemR	b1649	gene1688	FALSE
ydjY	b1751	gene1793	FALSE
pgaA	b1024	gene1040	FALSE
pgaB	b1023	gene1039	FALSE
pgaC	b1022	gene1038	FALSE
pgaD	b1021	gene1037	FALSE
slyB	b1641	gene1680	FALSE
ydjA	b1765	gene1807	FALSE
modA	b0763	gene776	FALSE
modB	b0764	gene777	FALSE
modC	b0765	gene778	FALSE
ydjE	b1769	gene1811	FALSE
modE	b0761	gene774	FALSE
modF	b0760	gene773	FALSE
ydjF	b1770	gene1812	FALSE
ydjI	b1773	gene1815	FALSE
ydjH	b1772	gene1814	FALSE
ydjK	b1775	gene1817	FALSE
ydjJ	b1774	gene1816	FALSE
ydjM	b1728	gene1770	FALSE
ydjL	b1776	gene1818	FALSE
ydjO	b1730	gene1772	FALSE
ydjN	b1729	gene1771	FALSE
nadK	b2615	gene2680	FALSE
yadK	b0136	gene133	FALSE
yadH	b0128	gene125	FALSE
yadI	b0129	gene126	FALSE
yadN	b0141	gene138	FALSE
yadL	b0137	gene134	FALSE
yadM	b0138	gene135	FALSE
nadC	b0109	gene106	FALSE
yadC	b0135	gene132	FALSE
nadA	b0750	gene763	FALSE
yfjH	b2623	gene2688	FALSE
gudD	b2787	gene2847	FALSE
yadG	b0127	gene124	FALSE
yadD	b0132	gene129	FALSE
yadE	b0130	gene127	FALSE
cusA	b0575	gene587	FALSE
yfjR	b2634	gene2699	FALSE
cusC	b0572	gene584	FALSE
cusB	b0574	gene586	FALSE
yfjW	b2642	gene2705	FALSE
yfjV	b2641	gene2704	FALSE
yfjU	b2638	gene2703	FALSE
cusF	b0573	gene585	FALSE
gudP	b2789	gene2849	FALSE
yadS	b0157	gene154	FALSE
yfjY	b2644	gene2708	FALSE
yfjX	b2643	gene2707	FALSE
yadV	b0140	gene137	FALSE
rhmT	b2246	gene2301	FALSE
waaC	b3621	gene3699	FALSE
waaB	b3628	gene3706	FALSE
psiF	b0384	gene390	FALSE
atpF	b3736	gene3818	FALSE
waaG	b3631	gene3709	FALSE
lhgO	b2660	gene2719	FALSE
matP	b0956	gene970	FALSE
clcA	b0155	gene152	FALSE
rplV	b3315	gene3376	FALSE
rplW	b3318	gene3379	FALSE
rplT	b1716	gene1758	FALSE
rplU	b3186	gene3246	FALSE
rplR	b3304	gene3365	FALSE
rplS	b2606	gene2672	FALSE
hlyE	b1182	gene1199	FALSE
rplQ	b3294	gene3355	FALSE
rplN	b3310	gene3371	FALSE
kdsA	b1215	gene1232	FALSE
kdsB	b0918	gene932	FALSE
kdsC	b3198	gene3258	FALSE
kdsD	b3197	gene3257	FALSE
rplK	b3983	gene4062	FALSE
waaU	b3623	gene3701	FALSE
rplI	b4203	gene4293	FALSE
rplF	b3305	gene3366	FALSE
waaZ	b3624	gene3702	FALSE
rplD	b3319	gene3380	FALSE
rplE	b3308	gene3369	FALSE
rplB	b3317	gene3378	FALSE
rplC	b3320	gene3381	FALSE
rplA	b3984	gene4063	FALSE
metR	b3828	gene3908	FALSE
yagN	b0280	gene287	FALSE
metQ	b0197	gene195	FALSE
metV	b2816	gene2878	FALSE
metW	b2815	gene2877	FALSE
metT	b0673	gene683	FALSE
metU	b0666	gene679	FALSE
metZ	b2814	gene2876	FALSE
rep	b3778	gene3858	FALSE
metY	b3171	gene3231	FALSE
gnsB	b1550	gene1586	FALSE
metB	b3939	gene4019	FALSE
metC	b3008	gene3067	FALSE
mrcB	b0149	gene146	FALSE
metA	b4013	gene4094	FALSE
metF	b3941	gene4021	FALSE
metG	b2114	gene2168	FALSE
rem	b1561	gene1598	FALSE
metJ	b3938	gene4018	FALSE
metK	b2942	gene3004	FALSE
metH	b4019	gene4100	FALSE
metI	b0198	gene196	FALSE
metN	b0199	gene197	FALSE
metL	b3940	gene4020	FALSE
ycjR	b1314	gene1341	FALSE
ycjS	b1315	gene1342	FALSE
ycjP	b1312	gene1339	FALSE
ycjQ	b1313	gene1340	FALSE
ycjV	b4524	gene1345	FALSE
ycjW	b1320	gene1347	FALSE
ycjT	b1316	gene1343	FALSE
ycjU	b1317	gene1344	FALSE
eco	b2209	gene2263	FALSE
ycjX	b1321	gene1348	FALSE
ycjY	b1327	gene1356	FALSE
yjfI	b4181	gene4271	FALSE
asd	b3433	gene3493	FALSE
yhbJ	b3205	gene3265	FALSE
yhbU	b3158	gene3216	FALSE
caiF	b0034	gene33	FALSE
caiE	b0035	gene34	FALSE
caiD	b0036	gene35	FALSE
ycjF	b1322	gene1349	FALSE
caiB	b0038	gene37	FALSE
caiA	b0039	gene38	FALSE
uvrA	b4058	gene4141	FALSE
ycjN	b1310	gene1337	FALSE
ycjO	b1311	gene1338	FALSE
ycjM	b1309	gene1336	FALSE
ymjD	b4673	gene1355	FALSE
rhsB	b3482	gene3542	FALSE
mraY	b0087	gene86	FALSE
ymjA	b1295	gene1322	FALSE
ymjC	b4525	gene1354	FALSE
nrfF	b4075	gene4159	FALSE
yjcZ	b4110	gene4194	FALSE
yffR	b2449	gene2508	FALSE
nrfG	b4076	gene4160	FALSE
garD	b3128	gene3186	FALSE
nnr	b4167	gene4257	FALSE
yegH	b2063	gene2114	FALSE
nrfB	b4071	gene4155	FALSE
pgl	b0767	gene780	FALSE
pgm	b0688	gene699	FALSE
pgk	b2926	gene2990	FALSE
rtn	b2176	gene2231	FALSE
pgi	b4025	gene4106	FALSE
yffQ	b2448	gene2507	FALSE
potI	b0857	gene871	FALSE
potH	b0856	gene870	FALSE
potG	b0855	gene869	FALSE
potF	b0854	gene868	FALSE
potE	b0692	gene703	FALSE
potD	b1123	gene1137	FALSE
potC	b1124	gene1138	FALSE
potB	b1125	gene1139	FALSE
potA	b1126	gene1140	FALSE
yqjF	b3101	gene3162	FALSE
prmA	b3259	gene3320	FALSE
prmC	b1212	gene1229	FALSE
prmB	b2330	gene2386	FALSE
bamD	b2595	gene2662	FALSE
bamE	b2617	gene2682	FALSE
pflD	b3951	gene4030	FALSE
pflB	b0903	gene917	FALSE
bamA	b0177	gene174	FALSE
bamB	b2512	gene2573	FALSE
pflA	b0902	gene916	FALSE
ahpF	b0606	gene622	FALSE
yffP	b2447	gene2506	FALSE
ahpC	b0605	gene621	FALSE
norR	b2709	gene2768	FALSE
sdiA	b1916	gene1964	FALSE
argH	b3960	gene4039	FALSE
yqjG	b3102	gene3163	FALSE
yqcC	b2792	gene2852	FALSE
yqcA	b2790	gene2850	FALSE
fecR	b4292	gene4378	FALSE
yqcG	b4682	gene2837	FALSE
yqcE	b2775	gene2834	FALSE
rsd	b3995	gene4076	FALSE
ogt	b1335	gene1364	FALSE
xylR	b3569	gene3640	FALSE
xylH	b3568	gene3639	FALSE
ttcA	b1344	gene1375	FALSE
yjeV	b4670	gene4255	FALSE
ttcC	b4638	gene1406	FALSE
xylA	b3565	gene3636	FALSE
udk	b2066	gene2117	FALSE
tpr	b1229	gene1252	FALSE
xylE	b4031	gene4113	FALSE
xylG	b3567	gene3638	FALSE
xylF	b3566	gene3637	FALSE
dnaQ	b0215	gene213	FALSE
fimC	b4316	gene4408	FALSE
nfsB	b0578	gene590	FALSE
dnaT	b4362	gene4453	FALSE
dnaX	b0470	gene475	FALSE
dnaA	b3702	gene3783	FALSE
intS	b2349	gene2404	FALSE
dnaB	b4052	gene4134	FALSE
dnaE	b0184	gene181	FALSE
dnaG	b3066	gene3127	FALSE
dnaK	b0014	gene12	FALSE
dnaJ	b0015	gene13	FALSE
dnaN	b3701	gene3782	FALSE
insK	b3558	gene3627	FALSE
yjfK	b4183	gene4273	FALSE
pspG	b4050	gene4132	FALSE
insM	b4561	gene4371	FALSE
istR	b4616	gene3753	FALSE
mgtA	b4242	gene4331	FALSE
yhhA	b3448	gene3508	FALSE
sdhA	b0723	gene736	FALSE
gntP	b4321	gene4413	FALSE
sdhC	b0721	gene734	FALSE
sdhB	b0724	gene737	FALSE
sdhE	b2897	gene2959	FALSE
sdhD	b0722	gene735	FALSE
fdoI	b3892	gene3973	FALSE
trpL	b1265	gene1288	FALSE
yrbN	b4685	gene3221	FALSE
trpB	b1261	gene1284	FALSE
trpC	b1262	gene1285	FALSE
yraP	b3150	gene3208	FALSE
trpA	b1260	gene1283	FALSE
glvC	b3683	gene3764	FALSE
trpD	b1263	gene1286	FALSE
trpE	b1264	gene1287	FALSE
yraJ	b3144	gene3202	FALSE
yraK	b3145	gene3203	FALSE
yraH	b3142	gene3200	FALSE
yraI	b3143	gene3201	FALSE
yraN	b3148	gene3206	FALSE
yliE	b0833	gene846	FALSE
yliF	b0834	gene847	FALSE
yffN	b2445	gene2504	FALSE
trpR	b4393	gene4486	FALSE
yliI	b0837	gene850	FALSE
tabA	b4252	gene4339	FALSE
trpT	b3761	gene3843	FALSE
fdoG	b3894	gene3975	FALSE
hfq	b4172	gene4262	FALSE
rppH	b2830	gene2892	FALSE
fdoH	b3893	gene3974	FALSE
rraB	b4255	gene4342	FALSE
yhdN	b3293	gene3354	FALSE
hsdS	b4348	gene4439	FALSE
yrbG	b3196	gene3256	FALSE
hemC	b3805	gene3886	FALSE
waaR	b3627	gene3705	FALSE
uvrD	b3813	gene3894	FALSE
fieF	b3915	gene3995	FALSE
rfaH	b3842	gene3921	FALSE
arnC	b2254	gene2309	FALSE
yneE	b1520	gene1553	FALSE
arnB	b2253	gene2308	FALSE
arnA	b2255	gene2310	FALSE
yhdP	b4472	gene3306	FALSE
yffS	b2450	gene2509	FALSE
fumB	b4122	gene4207	FALSE
arnF	b2258	gene2314	FALSE
pstS	b3728	gene3810	FALSE
evgA	b2369	gene2427	FALSE
envY	b0566	gene578	FALSE
arnE	b4544	gene2313	FALSE
elfA	b0938	gene952	FALSE
btuD	b1709	gene1751	FALSE
elfC	b0940	gene954	FALSE
btuF	b0158	gene155	FALSE
ydeP	b1501	gene1535	FALSE
elfD	b0939	gene953	FALSE
elfG	b0941	gene955	FALSE
ydeS	b1504	gene1538	FALSE
pstC	b3727	gene3809	FALSE
moeB	b0826	gene839	FALSE
moeA	b0827	gene840	FALSE
ydeO	b1499	gene1533	FALSE
waaP	b3630	gene3708	FALSE
ydeI	b1536	gene1571	FALSE
ydeJ	b1537	gene1572	FALSE
yhdZ	b3271	gene3332	FALSE
pncC	b2700	gene2759	FALSE
yncD	b1451	gene1487	FALSE
ydeA	b1528	gene1561	FALSE
btuR	b1270	gene1293	FALSE
yfiN	b2604	gene2670	FALSE
yfiL	b2602	gene2668	FALSE
yfiM	b2586	gene2652	FALSE
yaeQ	b0190	gene188	FALSE
yaeP	b4406	gene187	FALSE
yfiH	b2593	gene2660	FALSE
yaeR	b0187	gene184	FALSE
yfiF	b2581	gene2647	FALSE
feaB	b1385	gene1418	FALSE
yfaQ	b2226	gene2281	FALSE
nagZ	b1107	gene1121	FALSE
yhhL	b3466	gene3526	FALSE
nagE	b0679	gene689	FALSE
nagB	b0678	gene688	FALSE
nagC	b0676	gene686	FALSE
nagA	b0677	gene687	FALSE
torI	b4501	gene2420	FALSE
yzgL	b3427	gene3487	FALSE
feaR	b1384	gene1417	FALSE
yaeI	b0164	gene161	FALSE
yaeH	b0163	gene160	FALSE
yfiP	b2583	gene2649	FALSE
hsrA	b3754	gene3836	FALSE
uidR	b1618	gene1656	FALSE
setC	b3659	gene3738	FALSE
yfaZ	b2250	gene2305	FALSE
uidB	b1616	gene1654	FALSE
uidC	b1615	gene1653	FALSE
uidA	b1617	gene1655	FALSE
ytfB	b4206	gene4296	FALSE
iclR	b4018	gene4099	FALSE
yjjW	b4379	gene4472	FALSE
aes	b0476	gene481	FALSE
aer	b3072	gene3133	FALSE
dps	b0812	gene825	FALSE
hsdR	b4350	gene4441	FALSE
yhhJ	b3485	gene3546	FALSE
qorB	b4211	gene4301	FALSE
yfaD	b2244	gene2298	FALSE
galR	b2837	gene2901	FALSE
csrA	b2696	gene2755	FALSE
csrB	b4408	gene2853	FALSE
csrC	b4457	gene3945	FALSE
csrD	b3252	gene3312	FALSE
gmd	b2053	gene2104	FALSE
aroP	b0112	gene109	FALSE
tyrR	b1323	gene1350	FALSE
yfgF	b2503	gene2564	FALSE
tyrP	b1907	gene1955	FALSE
tyrV	b1230	gene1253	FALSE
sgbH	b3581	gene3652	FALSE
tyrT	b1231	gene1254	FALSE
yfgM	b2513	gene2574	FALSE
yfaA	b2230	gene2284	FALSE
yfgH	b2505	gene2566	FALSE
yfgI	b2506	gene2567	FALSE
yfgJ	b2510	gene2571	FALSE
scpB	b2919	gene2983	FALSE
flhB	b1880	gene1928	FALSE
aroA	b0908	gene922	FALSE
tyrA	b2600	gene2666	FALSE
flhA	b1879	gene1927	FALSE
aroD	b1693	gene1735	FALSE
aroE	b3281	gene3342	FALSE
flhD	b1892	gene1940	FALSE
aroG	b0754	gene767	FALSE
aroH	b1704	gene1746	FALSE
kefC	b0047	gene46	FALSE
aroK	b3390	gene3451	FALSE
aroL	b0388	gene394	FALSE
aroM	b0390	gene396	FALSE
yijE	b3943	gene4023	FALSE
tfaX	b0563	gene574	FALSE
yijF	b3944	gene4024	FALSE
ftnA	b1905	gene1953	FALSE
uvrC	b1913	gene1961	FALSE
tsaE	b4168	gene4258	FALSE
